youthPolicy.rnum,youthPolicy.bizId,youthPolicy.polyBizSecd,youthPolicy.polyBizTy,youthPolicy.polyBizSjnm,youthPolicy.polyItcnCn,youthPolicy.sporCn,youthPolicy.sporScvl,youthPolicy.bizPrdCn,youthPolicy.prdRpttSecd,youthPolicy.rqutPrdCn,youthPolicy.ageInfo,youthPolicy.majrRqisCn,youthPolicy.empmSttsCn,youthPolicy.splzRlmRqisCn,youthPolicy.accrRqisCn,youthPolicy.prcpCn,youthPolicy.aditRscn,youthPolicy.prcpLmttTrgtCn,youthPolicy.rqutProcCn,youthPolicy.pstnPaprCn,youthPolicy.jdgnPresCn,youthPolicy.rqutUrla,youthPolicy.rfcSiteUrla1,youthPolicy.rfcSiteUrla2,youthPolicy.mngtMson,youthPolicy.mngtMrofCherCn,youthPolicy.cherCtpcCn,youthPolicy.cnsgNmor,youthPolicy.tintCherCn,youthPolicy.tintCherCtpcCn,youthPolicy.etct,youthPolicy.polyRlmCd
437,R2023060213508,경기,지자체,안양청년 옷장 및 면접스타일링,면접을 앞둔 구직 청년들에게 취업에 대한 부담을 덜어주기 위하여 정장 대여 및 헤어메이크업 서비스를 지원하여 취업성공의 기회를 제공,정장대여 헤어 및 메이크업 서비스 지원,1428명,상시,2001,상시,만 19세 ~ 39세,제한없음,제한없음,제한없음,제한없음,안양시 거주자,-,없음,온라인 신청접수,-, -,https://www.anyang.go.kr/reserve/selectBbsNttList.do?bbsNo=331&key=2803&onlineResveNo=38,https://www.anyang.go.kr/job/contents.do?key=2775,-,안양시청 기획경제실 고용노동과,이정우 주무관,031-8045-2362,주관기관과 동일,- -,-,-,교육
438,R2023060213526,경기,지자체,취업박람회 개최,일자리 박람회를 개최하여 취업을 원하는 시민들에게 적성에 맞는 양질의 일자리를 찾을 수 있는 기회 제공,채용관 부대행사 및 고용유관기관 홍보 등,1000명,2023. 3. ~ 12.,2002,-,만 19세 ~ 99세,제한없음,제한없음,제한없음,제한없음,구직을 희망하는 청년 누구나,-,-,홈페이지 신청,구직신청서 등,선착순 신청 접수,https://www.anyang.go.kr/youth/contents.do?key=3632,https://www.anyang.go.kr/youth/contents.do?key=3632,-,안양시청 기획경제실 고용노동과,박세정 주무관,031-8045-5816,주관기관과 동일,- -,-,-,일자리
439,R2023060213506,경기,지자체,안양형 청년일자리 두드림 사업,미취업청년과 지역기업을 연계하여 청년의 지역정착과 지속가능한 경제활동 지원,"인건비 - 최대 24개월간 월200만원의 80퍼센트 지원(기업부담금 20퍼센트 필수)
기  타 - 구직자 컨설팅 및 교육 실시",-,2023. 01. 01. ~ 2023. 12. 31.,2005,-,만 19세 ~ 39세,제한없음,미취업자,중소기업,제한없음,사업종료로 2022년부터 신규참여자 모집 중단,월 200만원 이상 급여의 정규직 채용 조건,취업성공패키지 등 정부사업 참여자,-,-,-,-,https://www.anyang.go.kr/youth/contents.do?key=3630,-,안양시청 기획경제실 고용노동과,이정은 주무관,031-8045-2397,주관기관과 동일,- -,-,신규모집계획없음,일자리
440,R2023060213524,경기,지자체,청년행복인턴십,미취업 청년층의 직장체험 및 소득 창출 기회 제공,시청 및 소속기관 10개소의 직장체험 기회 제공,10명,2023. 03. 02. ~ 2023. 10. 31.,2004,2023.01.19.(목) ~ 2023.01.27.(금) 18:00,만 19세 ~ 39세,제한없음,제한없음,제한없음,제한없음,안양시 거주자,-,취업취약계층 대상이 아닌 청년,방문접수 및 전자접수,신청서 및 자기소개서,-,-,https://www.anyang.go.kr/job/contents.do?key=4157,https://blog.naver.com/tvanyanggokr/222988003762,안양시청 기획경제실 고용노동과,이정우 주무관,031-8045-2362,주관기관과 동일,- -,-,-,교육
441,R2023060213481,경기,지자체,의정부청년 슈트잡(JOB)아 플러스-청년 취업비용 지원,청년들에 대한 실질적인 취업지원서비스로 청년들의 면접용 정장(슈트 구두 등) 무료 대여 및 이력서 사진촬영 서비스 제공,면접용 정장 무료 대여 및 이력서 사진촬영,제한없음,2023. 1. 1. ~ 12. 31.,2001,수시(변동사항발생 시 카페 게시),만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,의정부시 거주 청년 의정부 소재 대학교 재학생 및 졸업생 고교 졸업예정자,-,-,카페 또는 통합지원사이트를 이용하여 신청 후 의정부일자리센터 방문,신청서 개인정보제공동의서 신분증 면접증명서류,신청즉시,https://cafe.naver.com/ujbjob,https://m.blog.naver.com/PostView.naver?blogId=hope_city&logNo=223045733341&referrerCode=0&searchKeyword=%EC%8A%88%ED%8A%B8%EC%9E%A1,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=1099,의정부시 경제일자리국 일자리정책과,서재우,031-828-2872,주관기관과 동일,- -,-,-,교육
442,R2023060213500,경기,지자체,청년 직무역량 교육,청년들의 취업 역량 강화 프로그램 운영(청년 취업지원사업 대학생 취업지원사업 특성화고 취업지원사업 맞춤형 직업교육 취업특강),청년 취업 역량 강화 프로그램 운영,제한없음,교육 별 상이,2005,교육 별 상이,만 18세 ~ 37세,제한없음,제한없음,제한없음,제한없음,의정부시 거주 청년,-,-,의정부일자리센터 방문신청,-,-,https://blog.naver.com/ujb_job,https://www.ui4u.go.kr,https://blog.naver.com/ujb_job,의정부시 경제일자리국 일자리정책과,서재우,031-828-2872,주관기관과 동일,- -,-,-,교육
443,R2023060213475,경기,지자체,청년(공공) 인턴 사업,직접일자리 창출을 통해 공공기관 경력형성기회 제공 및 청년들을 위한 취업지원 프로그램을 실시하여 청년의 취업역량강화,생활임금 11190원 적용(주휴월차 수당 별도 지급) 4대보험 가입 취업역량강화교육,40명,2023.03.-2023.10.,2004,23. 1. 25.~ 2. 7.,만 18세 ~ 39세,제한없음,미취업자,제한없음,제한없음,모집 공고일 용인시 거주,구직활동 지원(근무시간 중 취업시험 면접에 응시할 경우 근무시간 인정),-,모집공고 후 서류심사 등,응시원서 개인정보 수집이용 동의서 자기소개서 등,"1차 서류전형

2차 면접심사",청년 일경험 제공 < 청년 일자리 < 일자리 < 분야별정보 < HOME : 용인시청 대표포털 (yongin.go.kr),-,https://www.yongin.go.kr/home/www/www_05/www_05_02/www_05_02_01.j네,용인시청 일자리정책과,이효원 주무관,031-324-2796,주관기관과 동일,- -,-,-,교육
444,R2023060213491,경기,지자체,용인청년 희망옷장 사업,구직활동에 어려움을 겪고 있는 청년층에게 면접 정장 무료대여 서비스를 제공함으로써 시간 및 경제적 부담 완화를 통해 성공적인 취업 지원,"면접정장 대여
- (남자) 재킷 바지 셔츠 구두 벨트 넥타이
- (여자) 재킷 스커트 블라우스 구두",1인당 연간 최대 5회 대여,2023.01.-2023.12.,2001,상시,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인시에 주민등록을 둔 청년구직자(만18세-만39세 이하),대여 횟수 - 1인당 연간 최대 5회(기간 4박5일),-,"신청(온라인 예약) 대여(방문or택배)  반납(방문or택배)
- 신청접수- 용인시 홈페이지 정장무료대여 신청
- 무료이용 쿠폰 전송- 서류 확인 후 무료이용 쿠폰 발송
- 정장대여 - 방문 또는 택배",주민등록 등 초본  면접확인서(카톡 문자 문서 등 증빙자료),-,https://www.yongin.go.kr/user/web/interviewsuite/BD_selectInterviewSuiteList.do?category=youth,https://www.yongin.go.kr/user/web/interviewsuite/BD_selectInterviewSuiteList.do?category=youth,-,용인시청 제1부시장 청년담당관,가태순 주무관,031-324-2794,주관기관과 동일,- -,-,-,일자리
445,R2023060213471,경기,지자체,취업역량강화 아카데미,취업지원 프로그램을 무료로 운영하여 청년의 경제적 부담 경감을 도모하고 청년이 어디서나 교육을 수강할 수 있도록 온라인 교육프로그램 지원,마케팅 프로그래밍 빅데이터 등 63개 강의과정 운영,70명,2023.07.-2022.12.,2004,2023.05.10. ~ 2023.05.17.,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인시에 주민등록을 둔 청년구직자(만18세-만39세 이하),-,-,경기도 일자리통합시스템 '잡아바' 온라인 신청,-,-,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=2251,-,https://www.jobaba.net/sprtPlcy/info/view.do?seq=10696&cntType=O,용인시청 일자리정책과,배수환 주무관,031-324-2795,주관기관과 동일,- -,-,-,교육
446,R2023060213469,경기,지자체,청년안(양)정(착) 취업학교,체계적인 구직상담과 교육지원으로 청년구직자들의 구직기간을 단축하여 ‘청년안양정착’을 목표로 한 대표 청년 취업프로그램 운영,"전문강사 1:1 컨설팅
AI/VR 체험권
이미지메이킹
(퍼스널컬러진단)
면접정장대여",60명,2023. 1. ~ 12.,2004,"1기: 23. 2. 24.~ 3. 17.
2기: 23. 4. 20.~ 5. 11.
3기: 23. 10. 5.~ 10. 26.
4기: 23. 11. 14.~ 12. 5.",만 19세 ~ 39세,제한없음,미취업자,제한없음,제한없음,구직을 희망하는 안양시 청년 누구나,-,없음,온라인 신청접수,신청서 및 구직신청서 등,-,https://www.anyang.go.kr/job/selectBbsNttView.do?key=2334&bbsNo=330&nttNo=333996&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=,https://www.anyang.go.kr/job/selectBbsNttView.do?key=2334&bbsNo=330&nttNo=333996&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=,-,안양시청 기획경제실 고용노동과,박세정 주무관,031-8045-5816,주관기관과 동일,- -,-,-,교육
447,R2023060213467,경기,지자체,"기흥도서관 1인 미디어제작 프로그램 확대운영
(명칭변경_ 기존 : 기흥도서관 청년 취업창업지원 프로그램확대 운영)",기흥도서관은「진로·취업」분야 특성화 도서관으로 용인시민의 취·창업에 도움 되는 1인 미디어 제작 프로그램을 확대 운영하여 이용자의 미디어 활용 역량강화에 도움되고자 함,스마트폰을 활용한 창의적 미디어 콘텐츠 제작 프로그램 운영,480명,2023.03.-2023.10.,2001,연중,만 18세 ~ 99세,제한없음,제한없음,제한없음,제한없음,청년 및 용인시민,-,-,기흥도서관 홈페이지 문화행사 메뉴에서 온라인 접수,-,참여자 모집 완료 후 문자 또는 유선연락 등 개별 안내,https://lib.yongin.go.kr/giheung/index.do,https://www.yylab.kr/user/bbs/BD_selectBbs.do?q_bbsCode=1001&q_bbscttSn=20220405155143988&q_searchKey=1001&q_searchVal=&q_currPage=1&q_sortName=&q_sortOrder=&,https://lib.yongin.go.kr/giheung/index.do,용인시 서부도서관 (기흥도서관),박재형 주무관,031-324-4754,주관기관과 동일,- -,-,-,교육
448,R2023060213457,경기,지자체,용인 청년 글로벌기업 멘토링,글로벌 일자리를 희망하는 청년들에게 다양하고 현실성 있는 취업역량강화 기회 제공,기업 현직자의 양방향 온라인 취업정보특강 모의면접 및 기업별 선택형 그룹 멘토링 등,50명,2023.01.-2023.12.,2001,연중,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인시 거주 청년,-,"- 현재 취업중인 자 
- 용인시 거주자가 아닌 자 등",모집공고 후 서류심사 등,공고문 참조,-,시정소식 < 새소식 < 용인소식 < HOME : 용인시청 대표포털 (yongin.go.kr),-,https://blog.naver.com/govlrodtnr/222985981596,용인시청 일자리정책과,이규옥 주무관,031-324-2795,주관기관과 동일,- -,-,-,일자리
449,R2023060213427,경기,지자체,반도체 전문인력 육성·지원 ,용인반도체클러스터 조성에 대응하는 반도체 전문인력 양성 및 맞춤형 취업지원,마이스터고 설립 및 관내 대학 반도체 계약학과 개설 ,-,2023.01.-2023.12.,2001,연중,제한없음,제한없음,제한없음,제한없음,제한없음,용인시 거주 청년,-,-,-,-,-,-,-,-,용인시청 반도체2과,이매화 주무관,031-324-3902,주관기관과 동일,- -,-,-,일자리
450,R2023060213424,경기,지자체,청년고민타파 전담 솔루션 <취업·창업편>,자신의 적성과 능력에 맞는 직업을 선택하고 시대가 요구하는 건강한 심신을 갖추어 사회생활을 영위할 수 있도록 취업·창업 전담 상담 프로그램 운영,"*- 상담장소 : 용인청년LAB 3개소 
- 상담시간 : 월~금 10시~22시/ 토 10시~18시 
- 신청대상 : 취업·창업 관련 1:1상담 희망자  
- 운영방법 
    ? 상담분야 방문장소 상담사 사전안내를 위한 상담예약제(1:1원칙)
    ? 1회 상담시간 60~90분 최대 3회 연속 상담 가능
    ? 창업상담은 팀별 상담가능하나 1인 대표자 신청 후 상담진행 ",70명,2023.01.-2023.12.,2001,수시,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인 거주 및 활동 청년,-,-,청년LAB 홈페이지 신청 ,홈페이지 참조 ,-,-,https://www.yylab.kr/home/youthPolicy/youthPolicy_2.j네,-,용인시청 제1부시장 청년담당관,이철구 주무관,031-324-4854,주관기관과 동일,- -,-,-,교육
451,R2023060213423,경기,지자체,용인청년LAB 면접사진 촬영 ,전문 아티스트의 메이크업과 프로필사진을 촬영을 통해 청년들의 취업준비 등 다양한 활동에 쓰임새 있도록 지원," - 신청방법 : 용인청년LAB 홈페이지 및 SNS 신청 → 무작위추첨·선발
   - 주요내용 : 전문 아티스트의 메이크업 지원 및 프로필 촬영 
   - 촬영장소 : 용인청년LAB 수지",48명,2023.01.-2023.12.,2001,연중,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인 거주 및 활동 청년,-,-,청년LAB 홈페이지 신청 ,홈페이지 참조 ,-,https://www.yylab.kr/user/schdul/BD_selectSchdul.do?q_sn=560&q_schdulSeCode=&q_placeCode=&q_searchVal=%EB%A9%B4&q_currPage=1&q_sortName=&q_sortOrder=,https://www.yylab.kr/user/schdul/BD_selectSchdul.do?q_sn=560&q_schdulSeCode=&q_placeCode=&q_searchVal=%EB%A9%B4&q_currPage=1&q_sortName=&q_sortOrder=,-,용인시청 제1부시장 청년담당관,이철구 주무관,031-324-4854,주관기관과 동일,- -,-,-,교육
452,R2023060213422,경기,지자체,대학일자리플러스센터 운영 지원 ,대학일자리센터 사업에 공모 선정된 단국대 및 강남대학교에 재정지원을 통해 청년취업 지원,용인시 청년 대상 취업교육 프로그램 운영 및 청년고용사업 지원,-,2023.01.-2023.12.,2001,수시,만 18세 ~ 39세,제한없음,제한없음,제한없음,제한없음,용인시 거주 청년,-,-,-,각 학교 홈페이지 참조 ,-,-,-,-,용인시청 일자리정책과,배수환 주무관,031-324-2795,주관기관과 동일,- -,-,-,일자리
453,R2023060213401,경기,지자체,시흥 스마트 청년 Job-Go,청년의 민간취업 지원을 통한 청년층 관내유입 및 유출방지 경제적 자립 유도- 참여청년 교육 및 멘토링 운영 등으로 청년 고용유지 강화,"(청년)인건비 지원(2년) 3년차 고용유지청년 대상 인센티브제공(1년 10000천원 한)직장적응을 위한 기초심화교육 및 멘토링 지원 등
(기업)청년채용 기업에 청년인건비 지원(월 200만원 내 160만원(80퍼센트) 지원)",9명,2023.01.01.-2023.12.31.,2005,미정,만 19세 ~ 39세,제한없음,미취업자,중소기업,제한없음,"만 39세 이하 미취업 청년
연령은 공고일 기준 (1982. 1. 2일 이후)이며 타지역 거주자는 참여자 통보 후 1개월 내 전입해야 함",인센티브는 내일채움공제와 중복 불가,"취업상태인 자(고용보험가입자) 사업자 등록이 되어있는 자
   - 대학 또는 대학원에 재학 중인 자(휴학생 포함)
  * 단 대학교(원) 수료생 졸업예정자 방송통신대학 사이버대학 야간대학(원) 재학생은 참여가능
    - 직접일자리사업 중복참여 및 반복 참여자",방문 및 이메일 접수- 시흥시청 홈페이지 모집공고 내 신청서 및 양식 다운- 구비 서류 양식 작성 및 증빙서류 구비- 방문 및 이메일 신청,참여신청서 및 개인정보수집·이용·제공 동의서 고용보험 피보험자격 이력확인서 1부 자격증교육수료증 사본 경력증명서(소지자에 한함) 주민등록 등본 1부(거주지 확인),"- 1차 서류검토 및 심사
- 2차 기업체 채용면접",https://www.siheung.go.kr/economy/contents.do?mId=0103010100,https://www.siheung.go.kr/economy/contents.do?mId=0103010100,https://www.siheung.go.kr/main.do,시흥시 평생교육원 청년청소년과,안선영 주무관,031-310-3693,주관기관과 동일,- -,-,-,일자리
